id,Title,Year,upc
161261,Live Free or Die Hard,2007,24543822424
129015,Live Free or Die Hard,2007,24543743262
33256,Live Wire,1992,794043632228
128796,"Lives of Others, The",2007,4339620948
494228,Livin' by the Gun,2014,31398182399
31515,Living Free,1972,4339607744
334185,Living It Up,2000,24973900000000
13906,Living Out Loud,1998,79404347262
143314,Living Proof,2008,4339629912
517946,Lizzie Borden Took an Ax,2010,4339643604
9249,Local Hero,1983,8539113072
131218,Loch Ness Terror,2007,4339625080
5870,"Lock, Stock and Two Smoking Barrels",1999,2519225253
32573,Lockdown,2000,1438170785
181239,Locked Down,2010,3139812742
566708,Locked In,2014,3139820537
142044,"Lodger, The",2009,4339626396
636720,"LOFT, THE (BD+DVD+DC,STD,WS)",2015,2519228667
9417,Logan's Run,1976,883929073887
349988,LOL,2012,3139815453
363456,Lola Versus,2012,24543791447
9484,Lolita,1962,883929166312
60977,London,2005,4339613505
241823,London Boulevard,2011,4339639560
9261,Lone Star,1996,5393925152
32236,Lone Star State of Mind,2002,4339607571
497068,Lone Survivor,2013,2519217589
10966,"Loneliness of the Long Distance Runner, The",1962,883316734483
86764,Lonely Are the Brave,1962,2519201898
4895,"Lonely Guy, The",1984,2519204222
128215,Lonely Hearts,2007,4339618306
32109,"Lonely Man, The",1957,97360561142
646205,LONESOME DOVE CHURCH,,3139826383
24078,"Long Gray Line, The",1955,4339606546
33422,"Long Ships, The",1964,4339612119
8088,"Long, Hot Summer, The",1958,2454307553
10669,"Long, Long Trailer, The",1953,1256979260
7866,Longest Day,1962,2454395767
651471,"LONGEST RIDE, THE (BD+DC,STD,WS)",2015,2454345506
52891,Longest Yard,2005,883929302413
20178,Longest Yard,1974,883929302406
12763,Look Who's Talking,1989,4339679105
26291,Look Who's Talking Now!,1993,68390453411
16501,"Look Who's Talking, Too",1990,4339605425
10771,"Look, Up in the Sky!: The Amazing Story of Superman",2006,1256940452
341702,Lookin' to Get Out,1982,88392903710
10772,Looking for Comedy in the Muslim World,2006,1256981492
179916,Looking for Richard,,24936700000000
130836,"Lookout, The",2007,786936735628
9981,"Looney Tunes Back in Action, The Movie",2003,88392917141
667341,"LOONEY TUNES: RABBITS RUN (DVD,STD,WS)",2015,88392947723
331599,Loose Cannons,2010,Scraping failed
34033,Loose Cannons,1990,4339600844
42192,Lord Jim,1965,4339604802
9511,"Lord of the Rings , The",1978,8539374082
26084,LORD OF THE RINGS: FELLOWSHIP OF THE RING,2001,794043141522
40326,LORD OF THE RINGS: RETURN OF THE KING,2003,794043131837
201679,"Lord of the Rings: The Fellowship of the Ring, The",2001,79404316182
201683,"Lord of the Rings: The Return of the King, The",2003,79404316183
201681,"Lord of the Rings: The Two Towers (Extended Edition) , The",2002,79404316171
33664,LORD OF THE RINGS: TWO TOWERS,2002,794043140655
6831,Lord of War,2005,3139830136
44273,"Lords of Discipline, The",1983,883929313617
54140,Lords of Dogtown,2005,4339634251
15817,"Lords of Flatbush, The",1974,4339604540
694297,"LORDS OF LONDON (DVD+DC,STD,WS)",2014,3139822602
458199,"Lords of Salem , The",2012,1313260630
5457,Lorenzo's Oil,1992,2519219702
169685,Lorna's Silence,2009,4339632411
17068,Loser,2000,4339605068
175844,Losers,2010,883929106660
34808,Losing Isaiah,1995,88392931373
679519,"LOST AFTER DARK (DVD,STD,WS)",2015,1313263143
9253,Lost and Found,1999,8539175632
86888,Lost and Found,1979,24821300000000
162338,"Lost and Found Family, The",2009,4339631984
9127,"Lost Boys , The",1987,883929024315
179170,Lost Boys: The Thirst,2010,883929127153
161813,Lost Boys: The Tribe,2008,88392934389
133486,Lost Boys: The Tribe,2008,883929007844
13775,Lost Horizon,1937,43396517424
9463,Lost in America,1985,8539114602
13306,Lost in Space,1998,794043139314
5433,Lost in Translation,2003,6593583776
26286,Lost in Yonkers,1993,4339608204
630687,Lost Legion,2015,3139821137
10815,"Lost Patrol, The",1934,53939759921
659194,"LOST RIVER (BD+DC,STD,WS)",2015,88392945547
40883,"Lost Skeleton of Cadavra, The",2004,4339604307
20633,Lost Souls,2000,79404384902
217365,"Lost Treasure of the Grand Canyon, The",2008,1313832088
125345,"Lost World , The",1960,25127700000000
217387,"Lost, The",2006,1313832448
334189,"Lost, The",2009,24974000000000
176864,Lottery Ticket,2010,883929121076
6156,Love & a .45,1994,3139870823
16727,"LOVE & BASKETBALL (BD+DC,STD,WS,EXCL)",2000,88392948481
5481,Love Actually,2003,2519225237
9549,Love Affair,1994,883316492703
29629,Love and a Bullet,2002,1438186132
667961,"LOVE AND MERCY (BD+DC,STD,WS)",2015,3139822477
167783,Love and Other Drugs,2010,24543734048
187290,Love at First Kill,2008,1313220489
908839,"LOVE BEATS RHYMES (DVD,STD,WS)",2017,Scraping failed
10003,Love Don't Cost a Thing,2003,8539246802
10011,Love Finds Andy Hardy,1938,1256959062
139869,"Love Guru, The",2008,883929302079
168545,Love Happens,2009,2519505315
86998,Love Has Many Faces,1965,4339638271
288404,Love in Space,2011,25642900000000
9550,Love in the Afternoon,1957,8539172182
130561,Love in the Time of Cholera,2007,794043113451
192000,Love is a Gun,1996,26470200000000
7730,Love is a Many-Splendored Thing,1955,851789003528
434740,Love Is All You Need,2012,43396423435
570316,Love Is Strange,2014,4339644554
16630,"Love Letter, The",1998,707729108115
129060,Love Lies Bleeding,2008,24828100000000
33047,Love Liza,2002,4339610377
394673,Love Me,2012,1313259561
43355,Love Me If You Dare,2004,9736343314
10262,Love Me or Leave Me,1955,1438169802
8743,Love Me Tender,1956,24543832119
8262,Love Nest,1951,24543113782
21431,Love on a Pillow,1962,741952640493
87009,Love on the Run,1936,88331614034
21077,Love Story,1970,88392930208
730501,"LOVE THE COOPERS (BD+DVD+DC,STD,WS)",2015,3139823790
87012,Love with the Proper Stranger,1963,26617900000000
630925,"Love, Rosie",2014,3242921941
10690,"Loved One, The",1965,883316860113
351211,"Loved Ones , The",2009,9736358554
6742,Lovelife,1997,3139817264
168123,"Lovely Bones, The",2010,9736073924
5456,Lover Come Back,1961,2519212142
9154,Lovesick,1983,85392001125
34121,Loving,1970,4339610082
205942,Lower Learning,2008,1313832068
667304,LS: The Tone Every Zone Walk DVD,2015,1313263949
467366,LS: Ultimate 5 Day Walk Plan DVD,2012,1313263951
602568,LS: Walk Off Fat Fast - WMT VUDU,2014,1313262645
8207,"Lucia, Lucia",2003,2454310555
68921,Lucky Me,1954,8539113722
20870,Lucky Numbers,2000,9736336954
324374,"Lucky One, The",2012,88392952227
142444,"LUCKY ONE, THE (DVD,STD,WS)",2008,5737320297
6350,Lucky Town,2001,65814978382
128735,Lucky You,2007,1256970141
552481,Lucy,2014,25192234019
10265,Lullaby of Broadway,1951,1256968351
513203,"Lunchbox, The",2014,4339644212
10556,Lust for Life,1956,88392944437
130406,"Lust, Caution (NC-17 Rated)",2007,2519333062
130432,"Lust, Caution (R-Rated)",2007,766485629074
193747,"LXD: The Secrets of the Ra, The",,24937800000000
178932,"LXD: The Uprising Begins, The",,24936600000000
12764,L��on the Professional,1994,4339615107
313120,M. Butterfly,1993,883929062836
8705,M*A*S*H,1970,2454322456
14770,Ma Vie En Rose,1997,4339603951
296521,Mac + Devin Go to High School,2012,1313251659
66760,Macao,1952,5393977842
5117,MacArthur,1977,2519205442
25812,Macbeth,1971,4339607780
730520,"MACBETH (BD,STD,WS)",2015,1313262255
175821,MacGruber (Theatrical),2010,6593583916
178268,MacGruber (Unrated),2010,2519204993
178709,Machete,2010,2454327899
502319,Machete Kills,2013,2519219157
49139,Machinist,2004,883929302116
16215,Mackenna's Gold,1969,4339603709
87148,Mackintosh Man,1973,8539110401
9118,Mad City,1997,8539154332
5439,Mad Dog and Glory,1993,2519208525
55360,Mad Hot Ballroom,2005,97363455547
30565,Mad Love,2002,4339609648
9051,Mad Max 2: The Road Warrior,1981,883929316403
9072,Mad Max Beyond Thunderdome,1985,883929316397
658400,"MAD MAX FURY ROAD (BD+DVD+DC,STD,WS)",2015,88392953763
187292,Mad Money,2008,1313830488
27160,Mad Monster Party,1967,1223612149
125807,"Mad Room, The",1969,4339635508
398587,Madagascar,2005,3242911365
221195,MADAGASCAR 2: ESCAPE TO AFRICA,2008,9736140504
351216,Madagascar 3: Europe Most Wanted,2012,9736147656
10991,Madame Bovary,1949,1256979510
10903,Madame Curie,1943,88331667775
87173,Madame Sousatzka,1988,24821400000000
7142,Made,2001,1223612245
9155,Made in America,1993,85391265221
187594,Made in Dagenham,2010,5737321635
125850,Made in Paris,1966,88331612707
136275,Made of Honor,2008,4339626416
6881,"MADEA FAMILY REUNION (DVD,STD,FF)",2006,3139828082
145232,Madea Goes to Jail,2009,3139812755
6883,Madea Goes to Jail: The Play,2006,3139819330
194586,Madea's Big Happy Family,2010,3139814097
6762,"MADEA'S CLASS REUNION (PLAY) (DVD,STD,FF)",2005,3139817840
6764,"MADEA'S FAMILY REUNION (PLAY) (DVD,STD,FF)",2005,3139830033
630220,Madea's Tough Love,2015,3139828741
13576,Madeline,1998,4339602718
307058,"MADONNA: TRUTH OR DARE (DVD,STD,WS)",1991,3139815047
38666,"Magdalene Sisters, The",2003,786936233094
658870,"MAGGIE (BD+DC,STD,WS)",2015,3139822356
125885,"Magic Carpet, The",1951,4339638443
545214,Magic In The Moonlight,2014,4339644572
44904,Magic in the Water,1995,4339609438
453860,Magic Magic,2013,26636400000000
351251,Magic Mike,2012,883929249275
673633,Magic Mike XXL,2015,88392948395
341704,"Magnificent Ambersons, The",1942,Scraping failed
16177,Magnolia,1999,794043131929
9530,Magnum Force,1973,8539185992
8898,"Magus, The",1968,2454337742
31791,Maid in Manhattan,2002,4339626295
9775,"Main Event, The",1979,1256975235
9619,"Majestic, The",2001,8539221192
49233,Major Dundee,1965,4339604943
28283,Major League,1989,883929301256
4914,Major Payne,1995,2519205132
53806,Make It Funky!,2005,43396119529
536323,Make Your Move,2014,4339644243
518033,Making The Rules,2014,3139819496
125977,Malaya,1949,88331612625
9309,Malcolm X,1992,883929141111
21908,Malena,2000,3139824404
46768,Malevolence,2004,1313134609
9875,Malibu's Most Wanted,2003,883929076390
5743,Mallrats,1995,2519223239
9319,"Maltese Falcon, The",1941,883929118250
406916,Mama,2013,2519216690
291039,Mama I Want To Sing,2011,2454386055
132103,Mama's Boy,2007,8539113943
38263,Mambo Italiano,2003,Scraping failed
10414,"Mambo Kings, The",1992,8539123082
87382,Mame,1974,8539113414
142054,Mamma Mia!,2008,2519210794
57743,"Man , The",2005,79404310420
68150,Man About Town,2007,3139820915
10151,"Man Called Flintstone, The",1966,1476424762
836744,"MAN DOWN (DVD,STD,WS)",2016,3139826079
40691,"Man From Colorado, The",1949,43396042742
187296,"Man From Earth, The",2007,1313154669
126069,Man from God's Country,1958,883316126264
15127,"Man From Laramie, The",1955,43396041707
126082,"Man from Monterey , The",1933,1256979856
7918,"Man From Snowy River, The",1982,24543760368
126101,"Man from the Diners' Club, The",1963,24966900000000
682879,"MAN FROM U.N.C.L.E., THE (2015) (BD+DVD+DC,STD,WS,EXCL)",2015,88392941309
8551,"Man in the Gray Flannel Suit, The",1956,2454319067
445380,Man of Steel,2013,88392967338
49548,Man of the House,2005,4339603170
293589,Man on a Ledge,2012,774212001994
126193,Man on a Swing,1974,88709004030
126194,Man on a Tightrope,1953,26503900000000
8373,Man on Fire,2004,2454344228
5025,Man on the Moon,1999,2519207202
36276,Man on the Train,2002,9736342324
87405,"Man They Could Not Hang, The",1939,24821500000000
707147,"MAN UP (DVD+DC,STD,WS)",2015,3139823443
141596,"Man Who Came Back , The",2008,3139810358
780098,"Man Who Knew Infinity , The",2016,3242925283
9109,"Man Who Knew Too Little, The",1997,8539156262
5081,"Man Who Knew Too Much, The",1956,2519217645
24440,"Man Who Loved Women, The",1983,43396066755
140078,"Man Who Shot Liberty Valance, The",1962,88392930230
5205,"Man Who Wasn't There , The",2001,696306031925
9091,"Man Who Would Be King, The",1975,883929150328
54458,"Man with Nine Lives, The",1940,4339611163
8348,"Man with One Red Shoe, The",1985,24543117377
129098,"Man with the Golden Arm , The",1955,829567000229
384784,"MAN WITH THE IRON FISTS (BD+DVD+DC,STD,WS,EXCL)",2012,2519226929
407160,"Man with the Iron Fists (Unrated), The",2012,2519212462
9203,"Man with Two Brains, The",1983,8539163752
35719,"Man Without a Past, The",2002,4339600220
438877,Man-Trap,1961,887090043106
803089,"MANCHESTER BY THE SEA (BD+DVD+DC,STD,WS)",2016,3139825967
44207,Manchurian Candidate,2004,3242907264
489617,Mandela: Long Walk to Freedom,2013,1313261169
87477,Mandingo,1975,84450300172
41792,"Mangler, The",1995,794043742125
87487,Manhattan Melodrama,1934,25177700000000
13581,Manhattan Murder Mystery,1993,43396713994
765423,"MANHATTAN NIGHT (DVD+DC,STD,WS)",2016,3139824696
16315,Manhunter,1986,883904242895
16178,Mansfield Park,1999,71795100490
341708,Many Rivers to Cross,1955,88392900511
190768,Mao's Last Dancer,2009,2454374758
642365,MAPS TO THE STARS,2015,2519227767
22640,Marathon Man,1976,88392933770
774671,Marauders,2016,88857414365
172136,"Marc Pease Experience, The",2009,97363517542
69689,March of the Penguins,2005,8539114552
37808,Marci X,2003,97363309048
215993,Mardi Gras: Spring Break,2011,4339627520
346247,Margaret,2011,24543704683
225629,Margin Call,2011,6593557158
130778,Margot at the Wedding,2007,9736347974
10843,Marie Antoinette,1938,88331686021
68347,Marie Antoinette,2006,4339617970
68100,"Marine , The",2006,24543418467
161269,"Marine , The",2006,24543406891
172178,"Marine 2, The",2009,24543626831
414814,Marine 3: Homefront,2013,2454386957
652670,"MARINE 4, THE (BD+DC,STD,WS)",2015,24543991557
45205,Mark Twain's America,1998,Scraping failed
7642,Marked for Death,1990,2454302838
10701,Marked Woman,1937,1256967879
53088,"Marksman, The",2005,4339611710
143534,Marley & Me,2008,24543574941
205302,Marley & Me: The Puppy Years,2011,24543794578
175133,Marmaduke,2010,24543754497
5027,Marnie,1964,2519283082
36390,Marooned,1969,43396106314
126500,Marriage on the Rocks,1965,8539333722
132324,Married Life,2008,4339627189
253322,Marry Me,2010,4339638135
9039,Mars Attacks!,1996,883929114412
69375,"Marsh, The",2006,4339618294
208000,Martha Marcy May Marlene,2011,24543771708
130256,Martian Child,2007,794043106835
704656,"MARTIAN, THE (4K,STD,WS)",2015,2454326824
771391,"MARTIAN, THE (DVD+DC,STD,WS)",2015,2454327821
30374,Martin Lawrence Live: Runteldat,2002,883929313648
341710,"Marva Collins Story, The",1981,Scraping failed
7630,"MARVEL: ULTIMATE AVENGERS 2 (DVD,STD,FF)",2006,3139819662
6841,"MARVEL: ULTIMATE AVENGERS: THE MOVIE (DVD,STD,WS)",2006,3139818789
13582,Marvin's Room,1996,9600903411
10814,Mary of Scotland,1936,5393976002
16324,Mary Reilly,1996,4339611052
13097,Mary Shelley's Frankenstein,1994,4339632097
630188,Mas Negro Que La Noche,,3139820993
13473,"Mask of Zorro, The",1998,4339632732
12441,"Mask, The",1994,794043123436
38274,Masked and Anonymous,2003,Scraping failed
87714,Mass Appeal,1984,26606300000000
8270,Master and Commander,2003,2454301410
9809,"Master of Ballantrae, The",1953,883316860120
30553,"Master of Disguise, The",2002,4339608289
638345,"Master, The",,31398206903
333431,Masterminds,1997,24971600000000
701837,Masters of the Universe,1987,88392908513
10407,Mata Hari,1931,1256967767
60808,Match Point,2005,9339065001914
45079,"Matchmaker, The",1958,9736057364
9991,Matchstick Men,2003,88392945239
12442,Matilda,1996,4339601353
635,Matinee,1993,1438142882
126660,"Mating of Millie, The",1948,24826800000000
9254,Matrix,1999,883929118915
9534,"Matrix Revisited, The",2001,8539190072
9986,Matrix Revolutions,2003,8539111529
9073,Maverick,1994,883929202652
673623,Max,2015,88392945559
48909,Max Dugan Returns,1983,13131296198
142515,Max Payne,2008,24543554851
142518,Max Payne,2008,26504000000000
373190,Maximum Conviction,2012,1313256229
786456,Maximum Ride,2016,3242925198
12947,Maximum Risk,1996,4339625822
6553,May,2003,3139883892
126686,"Mayor of Hell, The",1933,88392900271
573724,"MAZE RUNNER, THE",2014,24543886853
696307,"MAZE RUNNER: SCORCH TRIALS (4K,STD,WS)",2015,2454311952
9612,McCabe & Mrs. Miller,1971,8539110552
5309,McHale's Navy,1997,2519200562
10248,McQ,1974,88392952753
177288,Me & Orson Welles,2009,88392920263
669918,Me and Earl and the Dying Girl BD,2015,2454314631
7770,"Me, Myself & Irene",2000,2454301638
22527,"Me, You, Them",2000,4339606387
45369,Mean Creek,2004,9736344334
42441,Mean Girls,2004,883929300914
188676,Mean Girls 2,2011,88392931334
6092,Mean Guns,1997,3139868393
10071,Mean Streets,1973,883929239566
14745,Meatballs,1979,3139829711
87881,Meatballs II,1984,4339636848
185654,"Mechanic, The",2011,4339637938
784419,"MECHANIC: RESURRECTION (4K,STD,WS)",2016,3139825293
37070,"Medallion, The",2003,1438171155
204652,Medium Raw,2010,1313231469
141750,Meet Dave,2008,24543533238
4939,Meet Joe Black,1998,2519211230
9989,Meet Me in St. Louis,1944,883929189717
204654,Meet Monica Velour,2009,1313230109
769172,Meet the Blacks,2016,3139825085
6714,Meet the Browns,2005,764377800792
132418,Meet the Browns,2008,3139827986
5658,Meet the Fockers,2004,2519204738
5923,Meet the Parents,2000,2519215829
426564,Meet the Small Potatoes,2013,2519218633
133477,Meet the Spartans,2008,24543522614
133478,Meet the Spartans,2008,24543519058
6089,Meet Wally Sparks,1997,3139867843
87921,Meeting Venus,1991,88392968805
191334,Megamind,2010,9736124664
196866,Megan Is Missing,2011,1313228059
8616,Melinda and Melinda,2005,2454318929
60080,Memoirs of a Geisha,2005,4339621127
9836,Memoirs of an Invisible Man,1992,8539278812
58684,"Memory of a Killer, The",2003,4339612657
9134,Memphis Belle,1990,88392939276
87978,Men Don't Leave,1990,883316204566
12443,Men in Black,1997,4339639918
29132,Men in Black 2,2002,4339636930
126813,Men in White,1934,883316125410
8977,Men of Honor,2000,2454302301
35827,Men of Respect,1991,43396017993
204701,"Men Who Stare at Goats, The",2009,1313213739
625376,"Men, Women and Children",2014,3242921143
12609,Menace II Society,1993,794043131578
536941,"MENACE II SOCIETY (DVD,DIR,WS)",1993,88392936182
422369,Mental,2012,2519218106
88021,"Mephisto Waltz, The",,24933600000000
294487,Mercenaries,2011,3139815006
48618,"Merchant of Venice, The",2004,4339610910
668076,Merchants of Doubt,2014,4339645527
717309,"MERCURY PLAINS (DVD+DC,STD,WS)",,3139823326
5021,Mercury Rising,1998,2519204733
88041,Merrill's Marauders,1962,8539118396
10644,Message in a Bottle,1999,883929090938
15442,Messenger: The Story of Joan of Arc,1999,4339625619
160826,Messengers 2: The Scarecrow,2009,4339632515
128214,"Messengers, The",2007,4339619061
295980,Metal Shifters,2011,1313241619
22492,"Mexican, The",2001,66706878222
184240,MGM: When the Lion Roars - Part 1,1992,25178200000000
681083,"MI-5 (BD+DC,STD,WS)",2015,3242922888
721366,"MI-5 (DVD+DC,STD,WS)",2015,3139823477
5927,"MIAMI VICE (BD,STD,WS)",2006,2519504174
5928,Miami Vice (Unrated),2006,2519280232
9041,Michael,1996,88392909494
130501,Michael Clayton,2007,883929356423
9042,Michael Collins,1996,8539142052
230126,Michael Jackson: The Life of an Icon,2011,2519211999
169637,Michael Jackson's This Is It,2009,4339633881
9289,Mickey Blue Eyes,1999,5393926552
36315,Micki and Maude,1984,4339610363
176873,Micmacs,2009,774212104268
178760,Middle Men,2010,883929300983
630654,Middle of Nowhere,2012,1438165135
821027,"MIDDLE SCHOOL: THE WORST YEARS OF MY LIFE (DVD,STD,WS)",2016,3139828421
141580,Midnight Clear,2007,80871700149
7341,Midnight Crossing,1988,1223613824
13396,Midnight Express,1978,4339622948
547344,"Midnight Game, The",2014,1313261393
209738,Midnight in Paris,2011,4339638523
9135,Midnight in the Garden of Good and Evil,1997,883929107711
172985,Midnight Meat Train,2008,3139810539
5307,Midnight Run,1988,2519227492
16534,Mifune,1999,Scraping failed
424614,Mighty Fine,2012,31398168232
10536,Mighty Joe Young,1949,5393972532
300298,"Mighty Macs, The",2011,4339639237
5669,"Milagro Beanfield War, The",1988,2519205452
9737,Mildred Pierce,1945,88392920109
143278,Milk,2008,2519504935
34823,Milk Money,1994,3242905932
8096,Miller's Crossing,1990,24543759119
10972,Million Dollar Baby,2004,883929113347
8632,Millions,2005,24543198932
399562,Mimesis,2013,1313260075
269937,Mimic (The Director's Cut),1998,3139814241
21903,Mimic 2,2001,78693614468
52644,Mindhunters,2005,78693624455
88306,Mindwarp,1992,24821600000000
29496,Minority Report,2002,3242922753
7060,"Minus Man, The",1999,1223610165
67008,Miracle in the Rain,1956,8539110744
52447,"Miracle of Morgan's Creek, The",1944,9736043124
10620,Miracle of Our Lady Fatima,1952,1256975692
8922,"MIRACLE ON 34TH - 1947 (DVD+DC,ANV,WS)",1947,2454339189
7743,Miracle on 34th Street,1994,24543004981
334201,Miracle on I-880,1993,4339638267
142020,Miracle on the Mountain: The Kincaid Family Story,2000,4339638771
204640,Miral,2011,1313232439
12445,"Mirror Has Two Faces , The",1996,4339682529
130621,Mirrormask,2005,4339627385
142302,Mirrors,2008,24543525431
188403,Mirrors,2008,2454354340
179236,Mirrors 2,2010,24543671589
527789,Mischief Night,2013,3139819489
739768,"MISCONDUCT (BD+DVD+DC,STD,WS,EXCL)",2016,3139824549
292183,Miss Bala,2011,24543787358
10266,Miss Congeniality,2000,1256970734
10383,Miss Congeniality 2: Armed & Fabulous,2005,8539115138
658531,"MISS JULIE (DVD+DC,STD,WS)",2014,3139821753
162019,Miss March,2009,24543588474
162025,Miss March,2009,2454358846
784471,"MISS PEREGRINES HOME FOR PECULIAR CHILDREN (4K,STD,WS)",2016,2454346881
134312,Miss Pettigrew Lives for a Day,2008,2519501623
88392,Miss Sadie Thompson,1953,4339642772
739783,"MISS YOU ALREADY (DVD+DC,STD,WS)",2015,3139823355
38799,"Missing , The",2003,4339602543
39682,"Missing Gun, The",2002,4339600729
9767,Mission,1986,883929147144
214466,MISSION IMP GHOST PROTOCO DVD,2011,3242930879
13463,"MISSION IMPOSSIBLE (BD,STD,WS)",1996,9736119894
64445,"MISSION IMPOSSIBLE 3 (BD,STD,WS)",2006,9736082944
140072,Mission Impossible II,2000,3242913049
129063,Missionary Man,2007,4339619125
9182,Mister Roberts,1955,1256973635
13780,Mistress,1992,1302301569
682869,Mistress America BD,2015,2454322465
23731,Mixed Nuts,1994,4339606534
5073,Mo' Better Blues,1990,2519205362
26321,Mo' Money,1992,4339607880
193956,Mob Rules,2010,5737321671
511836,Mobius,2013,3139819388
5400,Mobsters,1991,2519204412
127238,Model and the Marriage Broker,1951,24543877981
45565,Modern Problems,1981,25108600000000
58198,Modern Romance,1981,4339613276
10153,Mogambo,1953,1256959222
130445,Moliere,2007,4339621465
39454,"Molly Maguires, The",1970,88331675510
10881,Molly: An American Girl,2006,883929137473
22066,Mommie Dearest,1981,883929302499
636701,Mommy,2015,3139821724
38975,Mona Lisa Smile,2003,4339626298
9661,Monday Night Mayhem,2002,Scraping failed
6609,Mondays in the Sun,2003,3139810205
127310,Money from Home,1953,844503000309
5275,"Money Pit, The",1986,2519205372
12611,Money Talks,1997,794043463426
13144,Money Train,1995,1438170805
210044,Moneyball,2011,4339642762
140138,Mongol,2008,883929028771
7912,Monkey Business,1952,24543035138
27600,Monkey Trouble,1994,794043557224
470568,"Monkey's Paw, The",2013,82666315048
7975,Monkeybone,2001,13132435893
5202,Monsoon Wedding,2002,715515049214
401106,Monster High: Friday Night Frights,2013,26607300000000
367726,Monster High: Ghouls Rule,2012,Scraping failed
401102,Monster High: Why Do Ghouls Fall in Love,2011,26607200000000
65293,Monster House,2006,4339616731
840677,"MONSTER TRUCKS (BD+DVD+DC,STD,WS)",2017,3242926740
53117,Monster-In-Law,2005,794043831423
6450,Monster's Ball,2001,3139821674
221199,MONSTERS VS ALIENS,2009,3242914713
33408,Montana,1998,43396100596
197955,Monte Carlo,2011,24543705574
9830,Monte Walsh,2003,9736895824
5745,Monty Python's the Meaning of Life,1983,2519207299
162418,Moon,2009,4339632394
5511,Moon Over Parador,1988,2519255652
130901,Moondance Alexander,2007,2454350324
338208,Moonrise Kingdom,2012,774212002809
5355,More American Graffiti,1979,2519236042
707151,"MORE MONEY MORE FAMILY (DVD+DC,STD,WS)",,3139823059
168555,More Than a Game,2009,3139827924
141598,"Morgue , The",2008,3139810121
465873,Morning,2013,1313260120
10404,"Morning After, The",1986,1256972266
70157,Morning Glory,1933,5393978322
178765,Morning Glory,2010,883929300990
500632,Mortal Enemies,2011,3139818504
12447,Mortal Kombat,1995,88392935168
12782,Mortal Kombat 2: Annihilation,1997,794043143137
13145,Mortal Thoughts,1991,4339650749
638541,"MORTDECAI (BD+DC,STD,WS)",2015,3139821744
289563,"Mortician, The",2011,3139814924
23994,Moscow on the Hudson,1984,4339606536
140467,Moscow Zero,2006,4339626424
9301,Mosquito Coast,1986,883929034642
12779,Most Wanted,1997,794043463525
140471,Mostly Ghostly,2008,2519226175
30646,Mostly Martha,2002,9736340804
20364,Mother,1996,9736332474
176878,Mother and Child,2010,4339635588
88693,Mother Lode,1982,883929174522
15655,Mother Night,1996,79404350232
888436,"MOTHER! (BD+DVD+DC,STD,WS)",2017,3242929586
315788,Mother's Day,2010,1313251339
26102,"Mothman Prophecies, The",2002,4339607808
88702,Mothra,1961,24821800000000
38331,Motives,2004,4339602579
69863,Motives 2: Retribution,2007,4339615996
24072,Motorama,1991,4339606531
5645,"Motorcycle Diaries , The",2004,2519259422
7871,Moulin Rouge,1952,2454364218
29124,Mountain Gorilla,1991,Scraping failed
26360,"Mountain Men, The",1980,4339608999
63513,Mountain Patrol: Kekexili,2004,4339614925
13586,Mouse Hunt,1997,32429351227
34031,"Mouse That Roared, The",1959,4339610065
66085,Mozart and the Whale,2006,4339617104
10108,Mr. & Mrs. Smith,1941,2454379095
8629,Mr. & Mrs. Smith,2005,24543427797
8806,Mr. and Mrs. Smith (Unrated),2005,26503500000000
5324,Mr. Baseball,1992,1871381036
128910,Mr. Bean's Holiday,2007,2519333302
10021,Mr. Blandings Builds His Dream House,1948,5393963202
804080,Mr. Church,2016,3139825461
28943,Mr. Deeds,2002,4339636282
15130,Mr. Deeds Goes to Town,1936,43396487833
8582,Mr. Hobbs Takes a Vacation,1962,24543190936
675955,"MR. HOLMES (BD+DC,STD,WS)",2015,3139822767
15128,Mr. Jones,1993,4339604525
88829,Mr. Lucky,1943,88331612689
130619,Mr. Magorium's Wonder Emporium,2007,24543505051
27589,Mr. Nanny,1993,794043557026
513190,MR. PEABODY & SHERMAN,2014,2454386952
195886,Mr. Popper's Penguins,2011,2454321850
127602,Mr. Scoutmaster,1953,24826900000000
10315,Mr. Skeffington,1944,1256967305
15282,Mr. Smith Goes to Washington,1939,4339644655
144646,Mr. Troop Mom,2009,883929049417
623151,Mr. Turner,2014,4339644567
9271,Mr. Wonderful,1993,8539129882
129042,Mr. Woodcock,2007,794043112980
8943,Mrs. Doubtfire,1993,2454308668
9949,Mrs. Miniver,1942,88392926403
88883,Mrs. Parkington,1944,88331612610
9551,Mrs. Soffel,1984,1256952432
24604,Mrs. Winterbourne,1996,4339607742
191668,Muay Thai Fighter,2007,3139813384
465662,Much  Ado About Nothing,1993,3139817675
643792,MUCK,2015,1313262467
448102,Mud,2012,3139817289
132095,Mulberry Street,2007,3139822671
5160,Mulholland Dr.,2001,824255050333
12877,Multiplicity,1996,4339682449
4973,Mummy,1999,19132900202
10480,"Mummy Lives, The",1993,1256970327
5116,"MUMMY RETURNS (BD+DC,MC,WS)",2001,19132900413
141856,"MUMMY TOMB OF THE DRAGON EMPEROR (BD+DC,MC,WS)",2008,2519214626
9515,"Mummy, The",1959,8539220342
173562,"Mummy, The",1932,2519217957
88904,"Mummy's Curse, The",1944,24821900000000
